┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓
┃ Name                                                    ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test     ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr  ┃ MaxSpd  ┃ Stages                      ┃
│ WCP DS Gearbox                                          │ 4        │ 4    │ 51        │ 0.0191   │ 1.25  │ 65.56        │ 9.85      │ 184        │ 167       │ 14.7    │ (14, 42, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 52        │ 0.0191   │ 1.25  │ 65.32        │ 9.8       │ 188        │ 161       │ 14.8    │ (11, 60, 22, 26)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 46        │ 0.0191   │ 1.3   │ 68.21        │ 10.1      │ 166        │ 137       │ 14.5    │ (11, 60, 20, 28)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 43        │ 0.0191   │ 1.3   │ 68.17        │ 10.3      │ 155        │ 135       │ 13.85   │ (11, 60)                    │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 39        │ 0.0191   │ 1.3   │ 68.04        │ 9.45      │ 217        │ 203       │ 13.75   │ (12, 42, 34, 40)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 47        │ 0.0191   │ 1.3   │ 67.95        │ 10.05     │ 170        │ 141       │ 14.7    │ (14, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 47        │ 0.0191   │ 1.3   │ 67.91        │ 10.05     │ 170        │ 141       │ 14.7    │ (13, 58, 18, 30)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 38        │ 0.0191   │ 1.35  │ 70.71        │ 10.55     │ 137        │ 110       │ 12.75   │ (9, 62, 20, 28)             │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 38        │ 0.0191   │ 1.35  │ 70.7         │ 10.55     │ 137        │ 110       │ 12.75   │ (14, 50, 20, 54)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 39        │ 0.0191   │ 1.35  │ 70.61        │ 10.5      │ 141        │ 119       │ 13.05   │ (14, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 39        │ 0.0191   │ 1.35  │ 70.57        │ 10.5      │ 141        │ 119       │ 13.05   │ (13, 58, 20, 28)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 34        │ 0.0191   │ 1.4   │ 73.49        │ 10.75     │ 123        │ 95        │ 11.3    │ (12, 50, 20, 54)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 35        │ 0.0191   │ 1.4   │ 73.44        │ 10.7      │ 126        │ 98        │ 11.75   │ (11, 60, 16, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 31        │ 0.0191   │ 1.4   │ 73.41        │ 10.1      │ 172        │ 150       │ 11.5    │ (13, 50, 30, 44)            │
│ EVO Slim                                                │ 4        │ 6    │ 35        │ 0.0191   │ 1.4   │ 73.12        │ 10.7      │ 126        │ 98        │ 11.75   │ (15, 85, 24, 46)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 33        │ 0.0191   │ 1.45  │ 76.11        │ 10.8      │ 119        │ 94        │ 10.85   │ (13, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 33        │ 0.0191   │ 1.45  │ 75.98        │ 10.8      │ 119        │ 89        │ 10.85   │ (10, 60, 16, 32)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 29        │ 0.0191   │ 1.45  │ 75.85        │ 10.25     │ 161        │ 137       │ 10.55   │ (14, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 28        │ 0.0191   │ 1.5   │ 78.73        │ 10.35     │ 156        │ 127       │ 9.9     │ (13, 42, 24, 50)            │
│ EVO Slim                                                │ 4        │ 6    │ 30        │ 0.0191   │ 1.55  │ 81.2         │ 11.0      │ 108        │ 76        │ 9.05    │ (15, 85, 20, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 25        │ 0.0191   │ 1.7   │ 88.97        │ 10.6      │ 139        │ 94        │ 7.4     │ (14, 42, 14, 60)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 28        │ 0.0191   │ 1.75  │ 91.83        │ 11.1      │ 101        │ 67        │ 7.2     │ (9, 62, 18, 30)             │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 27        │ 0.0191   │ 1.9   │ 99.43        │ 11.15     │ 97         │ 60        │ 6.15    │ (8, 62, 18, 30)             │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 24        │ 0.0191   │ 1.9   │ 99.41        │ 10.65     │ 133        │ 82        │ 6.1     │ (12, 42, 14, 60)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 51        │ 0.0192   │ 1.25  │ 65.25        │ 8.45      │ 283        │ 255       │ 15.1    │ (11, 42, 34, 40)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 53        │ 0.0192   │ 1.25  │ 65.12        │ 9.75      │ 191        │ 174       │ 14.9    │ (14, 50, 34, 40)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 44        │ 0.0192   │ 1.3   │ 67.87        │ 10.2      │ 159        │ 132       │ 14.05   │ (11, 42, 24, 50)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 6    │ 40        │ 0.0192   │ 1.3   │ 67.85        │ 9.35      │ 222        │ 193       │ 14.0    │ (12, 72)                    │
│ EVO Slim                                                │ 6        │ 6    │ 40        │ 0.0192   │ 1.3   │ 67.85        │ 9.35      │ 222        │ 193       │ 14.0    │ (15, 85, 34, 36)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 43        │ 0.0192   │ 1.3   │ 67.84        │ 10.3      │ 155        │ 129       │ 13.8    │ (9, 62, 22, 26)             │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 42        │ 0.0192   │ 1.3   │ 67.81        │ 9.2       │ 233        │ 219       │ 14.45   │ (13, 42, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 42        │ 0.0192   │ 1.3   │ 67.77        │ 10.35     │ 152        │ 126       │ 13.55   │ (12, 60, 18, 30)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 6    │ 45        │ 0.0192   │ 1.3   │ 67.68        │ 10.15     │ 162        │ 135       │ 14.25   │ (8, 62)                     │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 45        │ 0.0192   │ 1.3   │ 67.61        │ 8.95      │ 250        │ 236       │ 15.0    │ (14, 42, 34, 40)            │
│ EVO Slim                                                │ 6        │ 4    │ 35        │ 0.0192   │ 1.35  │ 70.47        │ 9.75      │ 194        │ 176       │ 13.0    │ (15, 85, 38, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 34        │ 0.0192   │ 1.35  │ 70.24        │ 9.85      │ 189        │ 172       │ 12.6    │ (12, 50, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 35        │ 0.0192   │ 1.4   │ 73.04        │ 10.7      │ 126        │ 98        │ 11.75   │ (8, 62, 20, 28)             │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 34        │ 0.0192   │ 1.4   │ 72.9         │ 10.75     │ 123        │ 101       │ 11.35   │ (14, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 31        │ 0.0192   │ 1.4   │ 72.87        │ 10.1      │ 172        │ 152       │ 11.55   │ (11, 42, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 34        │ 0.0192   │ 1.4   │ 72.86        │ 10.75     │ 123        │ 101       │ 11.35   │ (13, 58, 18, 30)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 33        │ 0.0192   │ 1.45  │ 75.55        │ 10.8      │ 119        │ 95        │ 10.85   │ (11, 42, 24, 50)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 4    │ 30        │ 0.0192   │ 1.45  │ 75.45        │ 10.15     │ 167        │ 142       │ 11.1    │ (12, 72)                    │
│ EVO Slim                                                │ 6        │ 4    │ 30        │ 0.0192   │ 1.45  │ 75.45        │ 10.15     │ 167        │ 142       │ 11.1    │ (15, 85, 34, 36)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 28        │ 0.0192   │ 1.5   │ 77.98        │ 10.35     │ 156        │ 129       │ 9.95    │ (11, 50, 30, 44)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 27        │ 0.0192   │ 1.9   │ 98.97        │ 11.15     │ 97         │ 61        │ 6.2     │ (14, 42, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 24        │ 0.0192   │ 1.95  │ 101.44       │ 10.65     │ 133        │ 80        │ 6.0     │ (14, 50, 14, 60)            │
│ EVO Slim                                                │ 4        │ 6    │ 26        │ 0.0192   │ 2.15  │ 111.79       │ 11.2      │ 94         │ 50        │ 5.05    │ (15, 85, 14, 56)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 26        │ 0.0192   │ 2.2   │ 114.66       │ 11.2      │ 94         │ 51        │ 4.95    │ (8, 62, 16, 32)             │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 23        │ 0.0192   │ 2.35  │ 122.18       │ 10.75     │ 128        │ 71        │ 4.55    │ (14, 42, 14, 60)            │
│ EVO Slim                                                │ 4        │ 6    │ 46        │ 0.0193   │ 1.3   │ 67.49        │ 10.1      │ 166        │ 139       │ 14.45   │ (15, 85, 30, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 44        │ 0.0193   │ 1.3   │ 67.48        │ 10.2      │ 159        │ 140       │ 14.0    │ (13, 58, 22, 26)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 42        │ 0.0193   │ 1.3   │ 67.38        │ 10.35     │ 152        │ 127       │ 13.55   │ (14, 58, 16, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 39        │ 0.0193   │ 1.3   │ 67.32        │ 9.45      │ 217        │ 189       │ 13.75   │ (12, 50, 30, 44)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 45        │ 0.0193   │ 1.3   │ 67.24        │ 10.15     │ 162        │ 144       │ 14.2    │ (12, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 35        │ 0.0193   │ 1.35  │ 69.98        │ 9.75      │ 194        │ 178       │ 12.95   │ (13, 42, 30, 44)            │
│ VEX Single Speed, Double Reduction Gearbox              │ 4        │ 6    │ 38        │ 0.0193   │ 1.35  │ 69.83        │ 10.55     │ 137        │ 111       │ 12.75   │ (12, 40, 14, 40)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 32        │ 0.0193   │ 1.45  │ 75.26        │ 10.85     │ 116        │ 87        │ 10.4    │ (11, 50, 20, 54)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 29        │ 0.0193   │ 1.6   │ 82.98        │ 11.05     │ 105        │ 72        │ 8.4     │ (12, 42, 14, 60)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 29        │ 0.0193   │ 1.6   │ 82.98        │ 11.05     │ 105        │ 76        │ 8.4     │ (12, 60, 16, 32)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 29        │ 0.0193   │ 1.6   │ 82.98        │ 11.05     │ 105        │ 76        │ 8.4     │ (10, 60, 18, 30)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 28        │ 0.0193   │ 1.7   │ 87.89        │ 11.1      │ 101        │ 66        │ 7.5     │ (13, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 24        │ 0.0193   │ 1.85  │ 95.86        │ 10.65     │ 133        │ 91        │ 6.35    │ (14, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 27        │ 0.0193   │ 2.55  │ 132.0        │ 11.15     │ 86         │ 42        │ 4.1     │ (11, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 41        │ 0.0193   │ 2.55  │ 132.0        │ 10.9      │ 93         │ 49        │ 5.0     │ (11, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 40        │ 0.0193   │ 2.55  │ 132.0        │ 10.9      │ 93         │ 49        │ 4.9     │ (11, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 31        │ 0.0193   │ 2.55  │ 132.0        │ 10.9      │ 93         │ 49        │ 4.1     │ (11, 50, 14, 60)            │
│ EVO Slim                                                │ 6        │ 4    │ 23        │ 0.0193   │ 2.55  │ 132.0        │ 10.75     │ 125        │ 65        │ 4.1     │ (15, 85, 20, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 25        │ 0.0193   │ 2.55  │ 132.0        │ 10.6      │ 117        │ 61        │ 4.15    │ (14, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 47        │ 0.0194   │ 1.3   │ 67.15        │ 10.05     │ 170        │ 150       │ 14.6    │ (12, 50, 34, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 42        │ 0.0194   │ 1.3   │ 67.09        │ 9.2       │ 233        │ 204       │ 14.4    │ (13, 50, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 47        │ 0.0194   │ 1.3   │ 67.07        │ 10.05     │ 170        │ 150       │ 14.6    │ (14, 58, 22, 26)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 44        │ 0.0194   │ 1.3   │ 67.04        │ 10.2      │ 159        │ 141       │ 14.0    │ (14, 50, 30, 44)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 46        │ 0.0194   │ 1.3   │ 66.99        │ 10.1      │ 166        │ 147       │ 14.4    │ (12, 60)                    │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 45        │ 0.0194   │ 1.3   │ 66.9         │ 8.95      │ 250        │ 220       │ 14.95   │ (14, 50, 30, 44)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 34        │ 0.0194   │ 1.35  │ 69.66        │ 9.85      │ 189        │ 160       │ 12.6    │ (12, 42, 24, 50)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 4    │ 40        │ 0.0194   │ 1.35  │ 69.59        │ 10.45     │ 144        │ 124       │ 13.35   │ (12, 72)                    │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 40        │ 0.0194   │ 1.35  │ 69.59        │ 10.45     │ 144        │ 124       │ 13.35   │ (10, 60)                    │
│ EVO Slim                                                │ 4        │ 4    │ 40        │ 0.0194   │ 1.35  │ 69.59        │ 10.45     │ 144        │ 124       │ 13.35   │ (15, 85, 34, 36)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 38        │ 0.0194   │ 1.35  │ 69.43        │ 10.55     │ 137        │ 112       │ 12.75   │ (11, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 32        │ 0.0194   │ 1.45  │ 74.88        │ 10.85     │ 116        │ 93        │ 10.4    │ (9, 62, 22, 26)             │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 31        │ 0.0194   │ 1.5   │ 77.24        │ 10.95     │ 112        │ 87        │ 9.85    │ (12, 50, 24, 50)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 26        │ 0.0194   │ 2.15  │ 110.96       │ 11.2      │ 94         │ 53        │ 5.1     │ (12, 42, 14, 60)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 26        │ 0.0194   │ 2.2   │ 113.23       │ 11.2      │ 94         │ 52        │ 5.0     │ (14, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 23        │ 0.0194   │ 2.4   │ 123.41       │ 10.75     │ 128        │ 65        │ 4.5     │ (11, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 43        │ 0.0195   │ 1.3   │ 66.84        │ 10.3      │ 155        │ 138       │ 13.75   │ (11, 50, 34, 40)            │
│ EVO Slim                                                │ 4        │ 4    │ 48        │ 0.0195   │ 1.3   │ 66.8         │ 10.0      │ 173        │ 154       │ 14.75   │ (15, 85, 38, 32)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 43        │ 0.0195   │ 1.3   │ 66.77        │ 10.3      │ 155        │ 131       │ 13.75   │ (13, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 44        │ 0.0195   │ 1.3   │ 66.73        │ 9.05      │ 244        │ 215       │ 14.75   │ (11, 50, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 45        │ 0.0195   │ 1.3   │ 66.68        │ 10.15     │ 162        │ 137       │ 14.2    │ (11, 60, 20, 28)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 4    │ 43        │ 0.0195   │ 1.3   │ 66.66        │ 10.3      │ 155        │ 138       │ 13.75   │ (12, 64)                    │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 42        │ 0.0195   │ 1.3   │ 66.6         │ 9.2       │ 233        │ 206       │ 14.35   │ (11, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 47        │ 0.0195   │ 1.3   │ 66.59        │ 10.05     │ 170        │ 143       │ 14.55   │ (12, 42, 24, 50)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 6    │ 44        │ 0.0195   │ 1.3   │ 66.55        │ 9.05      │ 244        │ 216       │ 14.7    │ (12, 64)                    │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 42        │ 0.0195   │ 1.3   │ 66.54        │ 10.35     │ 152        │ 135       │ 13.5    │ (11, 60)                    │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 32        │ 0.0195   │ 1.4   │ 71.94        │ 10.0      │ 178        │ 158       │ 12.0    │ (11, 50, 34, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 32        │ 0.0195   │ 1.4   │ 71.86        │ 10.0      │ 178        │ 146       │ 12.0    │ (13, 50, 24, 50)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 4    │ 32        │ 0.0195   │ 1.4   │ 71.74        │ 10.0      │ 178        │ 159       │ 12.0    │ (12, 64)                    │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 30        │ 0.0195   │ 1.55  │ 79.36        │ 11.0      │ 108        │ 78        │ 9.2     │ (13, 42, 14, 60)            │
│ EVO Slim                                                │ 4        │ 6    │ 28        │ 0.0195   │ 1.7   │ 87.28        │ 11.1      │ 101        │ 67        │ 7.5     │ (15, 85, 18, 52)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 28        │ 0.0195   │ 1.7   │ 87.25        │ 11.1      │ 101        │ 67        │ 7.55    │ (11, 42, 14, 60)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 28        │ 0.0195   │ 1.7   │ 87.25        │ 11.1      │ 101        │ 70        │ 7.55    │ (11, 60, 16, 32)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 27        │ 0.0195   │ 1.8   │ 92.37        │ 11.15     │ 97         │ 64        │ 6.65    │ (10, 60, 16, 32)            │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 46        │ 0.0196   │ 1.3   │ 66.46        │ 10.1      │ 166        │ 141       │ 14.35   │ (14, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 46        │ 0.0196   │ 1.3   │ 66.42        │ 10.1      │ 166        │ 141       │ 14.35   │ (13, 58, 18, 30)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 48        │ 0.0196   │ 1.3   │ 66.33        │ 10.0      │ 173        │ 155       │ 14.75   │ (13, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 43        │ 0.0196   │ 1.3   │ 66.28        │ 10.3      │ 155        │ 132       │ 13.7    │ (11, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 42        │ 0.0196   │ 1.3   │ 66.21        │ 10.35     │ 152        │ 129       │ 13.45   │ (9, 62, 22, 26)             │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 48        │ 0.0196   │ 1.3   │ 66.18        │ 10.0      │ 173        │ 147       │ 14.7    │ (10, 60, 22, 26)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 39        │ 0.0196   │ 1.35  │ 69.05        │ 10.5      │ 141        │ 121       │ 13.05   │ (12, 50, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 40        │ 0.0196   │ 1.35  │ 69.0         │ 10.45     │ 144        │ 118       │ 13.35   │ (13, 58, 16, 32)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 39        │ 0.0196   │ 1.35  │ 68.99        │ 10.5      │ 141        │ 115       │ 13.05   │ (8, 62, 22, 26)             │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 37        │ 0.0196   │ 1.35  │ 68.96        │ 10.6      │ 134        │ 115       │ 12.4    │ (11, 60, 22, 26)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 6    │ 35        │ 0.0196   │ 1.35  │ 68.92        │ 9.75      │ 194        │ 166       │ 12.95   │ (12, 84)                    │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 37        │ 0.0196   │ 1.35  │ 68.84        │ 9.6       │ 206        │ 191       │ 13.6    │ (14, 42, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 36        │ 0.0196   │ 1.35  │ 68.81        │ 9.7       │ 200        │ 186       │ 13.25   │ (13, 50, 34, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 37        │ 0.0196   │ 1.35  │ 68.79        │ 10.6      │ 134        │ 110       │ 12.4    │ (9, 62, 20, 28)             │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 37        │ 0.0196   │ 1.35  │ 68.77        │ 10.6      │ 134        │ 110       │ 12.4    │ (14, 50, 20, 54)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 38        │ 0.0196   │ 1.35  │ 68.74        │ 10.55     │ 137        │ 119       │ 12.7    │ (14, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 35        │ 0.0196   │ 1.4   │ 71.6         │ 10.7      │ 126        │ 105       │ 11.8    │ (10, 60, 22, 26)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 34        │ 0.0196   │ 1.4   │ 71.44        │ 10.75     │ 123        │ 103       │ 11.4    │ (12, 42, 24, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 32        │ 0.0196   │ 1.4   │ 71.34        │ 10.0      │ 178        │ 147       │ 12.0    │ (11, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 34        │ 0.0196   │ 1.4   │ 71.26        │ 10.75     │ 123        │ 98        │ 11.4    │ (11, 60, 16, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 29        │ 0.0196   │ 1.45  │ 74.16        │ 10.25     │ 161        │ 140       │ 10.65   │ (12, 50, 30, 44)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 31        │ 0.0196   │ 1.5   │ 76.62        │ 10.95     │ 112        │ 83        │ 9.9     │ (8, 62, 18, 30)             │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 30        │ 0.0196   │ 1.55  │ 78.97        │ 11.0      │ 108        │ 78        │ 9.25    │ (9, 62, 16, 32)             │
│ EVO Slim                                                │ 6        │ 4    │ 26        │ 0.0196   │ 1.6   │ 81.74        │ 10.5      │ 144        │ 114       │ 8.55    │ (15, 85, 30, 40)            │
│ EVO Slim                                                │ 4        │ 4    │ 28        │ 0.0196   │ 1.7   │ 86.86        │ 11.1      │ 101        │ 71        │ 7.55    │ (15, 85, 24, 46)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 28        │ 0.0196   │ 1.7   │ 86.78        │ 11.1      │ 101        │ 71        │ 7.55    │ (8, 62, 20, 28)             │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 27        │ 0.0196   │ 1.8   │ 91.64        │ 11.15     │ 97         │ 62        │ 6.7     │ (12, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 27        │ 0.0196   │ 1.85  │ 94.47        │ 11.15     │ 97         │ 63        │ 6.5     │ (11, 50, 20, 54)            │
│ EVO Slim                                                │ 4        │ 4    │ 26        │ 0.0196   │ 2.05  │ 104.8        │ 11.2      │ 94         │ 55        │ 5.4     │ (15, 85, 20, 50)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 41        │ 0.0197   │ 1.3   │ 66.14        │ 9.3       │ 228        │ 219       │ 14.1    │ (13, 42, 34, 40)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 6    │ 44        │ 0.0197   │ 1.3   │ 66.13        │ 10.2      │ 159        │ 135       │ 13.9    │ (8, 62)                     │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 44        │ 0.0197   │ 1.3   │ 66.06        │ 9.05      │ 244        │ 236       │ 14.65   │ (14, 42, 34, 40)            │
│ EVO Slim                                                │ 4        │ 6    │ 45        │ 0.0197   │ 1.3   │ 65.98        │ 10.15     │ 162        │ 139       │ 14.1    │ (15, 85, 30, 40)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 43        │ 0.0197   │ 1.3   │ 65.9         │ 10.3      │ 155        │ 140       │ 13.7    │ (13, 58, 22, 26)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 38        │ 0.0197   │ 1.35  │ 68.7         │ 10.55     │ 137        │ 119       │ 12.7    │ (13, 58, 20, 28)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 40        │ 0.0197   │ 1.35  │ 68.54        │ 10.45     │ 144        │ 125       │ 13.35   │ (12, 60, 22, 26)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 39        │ 0.0197   │ 1.35  │ 68.47        │ 10.5      │ 141        │ 116       │ 13.05   │ (11, 60, 18, 30)            │
