┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓
┃ Name                                                    ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test     ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr  ┃ MaxSpd  ┃ Stages                      ┃
│ EVO Slim                                                │ 6        │ 4    │ 34        │ 0.0197   │ 1.35  │ 68.38        │ 9.85      │ 189        │ 176       │ 12.6    │ (15, 85, 38, 32)            │
│ EVO Slim                                                │ 4        │ 6    │ 34        │ 0.0197   │ 1.4   │ 70.95        │ 10.75     │ 123        │ 98        │ 11.4    │ (15, 85, 24, 46)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 32        │ 0.0197   │ 1.45  │ 73.7         │ 10.85     │ 116        │ 94        │ 10.5    │ (13, 50, 24, 50)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 33        │ 0.0197   │ 1.45  │ 73.61        │ 10.8      │ 119        │ 97        │ 10.95   │ (8, 62)                     │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 32        │ 0.0197   │ 1.45  │ 73.58        │ 10.85     │ 116        │ 89        │ 10.5    │ (10, 60, 16, 32)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 31        │ 0.0197   │ 1.5   │ 76.27        │ 10.95     │ 112        │ 84        │ 9.9     │ (14, 42, 14, 60)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 4    │ 27        │ 0.0197   │ 1.55  │ 78.81        │ 10.4      │ 150        │ 123       │ 9.35    │ (12, 84)                    │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 30        │ 0.0197   │ 1.55  │ 78.75        │ 11.0      │ 108        │ 83        │ 9.25    │ (8, 62, 22, 26)             │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 26        │ 0.0197   │ 1.6   │ 81.14        │ 10.5      │ 144        │ 107       │ 8.6     │ (12, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 24        │ 0.0197   │ 1.85  │ 94.14        │ 10.65     │ 133        │ 93        │ 6.45    │ (11, 50, 24, 50)            │
│ EVO Slim                                                │ 6        │ 6    │ 24        │ 0.0197   │ 1.85  │ 93.89        │ 10.65     │ 133        │ 86        │ 6.45    │ (15, 85, 20, 50)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 23        │ 0.0197   │ 2.3   │ 116.62       │ 10.75     │ 128        │ 74        │ 4.75    │ (11, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 30        │ 0.0197   │ 2.6   │ 132.0        │ 10.9      │ 93         │ 49        │ 3.95    │ (11, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 28        │ 0.0197   │ 2.6   │ 132.0        │ 10.8      │ 101        │ 53        │ 4.0     │ (12, 50, 14, 60)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 26        │ 0.0197   │ 2.6   │ 132.0        │ 10.65     │ 109        │ 57        │ 4.05    │ (13, 50, 14, 60)            │
│ EVO Slim                                                │ 6        │ 4    │ 26        │ 0.0197   │ 2.6   │ 132.0        │ 10.65     │ 110        │ 57        │ 4.05    │ (15, 85, 18, 52)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 26        │ 0.0197   │ 2.6   │ 132.0        │ 10.65     │ 110        │ 57        │ 4.05    │ (11, 42, 14, 60)            │
│ EVO Slim                                                │ 6        │ 6    │ 24        │ 0.0197   │ 2.6   │ 132.0        │ 10.65     │ 118        │ 57        │ 4.05    │ (15, 85, 14, 56)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 24        │ 0.0197   │ 2.6   │ 132.0        │ 10.65     │ 119        │ 62        │ 4.05    │ (12, 42, 14, 60)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 49        │ 0.0198   │ 1.3   │ 65.82        │ 9.95      │ 177        │ 151       │ 14.85   │ (14, 58, 18, 30)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 44        │ 0.0198   │ 1.3   │ 65.7         │ 10.2      │ 159        │ 144       │ 13.9    │ (12, 42, 30, 44)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 46        │ 0.0198   │ 1.3   │ 65.68        │ 10.1      │ 166        │ 150       │ 14.3    │ (12, 50, 34, 40)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 6    │ 49        │ 0.0198   │ 1.3   │ 65.67        │ 9.95      │ 177        │ 151       │ 14.85   │ (9, 62)                     │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 46        │ 0.0198   │ 1.3   │ 65.6         │ 10.1      │ 166        │ 150       │ 14.3    │ (14, 58, 22, 26)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 50        │ 0.0198   │ 1.3   │ 65.58        │ 9.9       │ 181        │ 163       │ 15.0    │ (11, 42, 34, 40)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 45        │ 0.0198   │ 1.3   │ 65.56        │ 8.95      │ 250        │ 224       │ 14.8    │ (12, 42, 30, 44)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 50        │ 0.0198   │ 1.3   │ 65.51        │ 9.9       │ 181        │ 155       │ 15.0    │ (13, 42, 24, 50)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 45        │ 0.0198   │ 1.3   │ 65.49        │ 10.15     │ 162        │ 147       │ 14.1    │ (12, 60)                    │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 36        │ 0.0198   │ 1.35  │ 68.31        │ 9.7       │ 200        │ 187       │ 13.25   │ (11, 42, 34, 40)            │
│ WCP DS Gearbox                                          │ 6        │ 6    │ 36        │ 0.0198   │ 1.35  │ 68.24        │ 9.7       │ 200        │ 173       │ 13.25   │ (13, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 34        │ 0.0198   │ 1.4   │ 70.87        │ 10.75     │ 123        │ 98        │ 11.4    │ (8, 62, 20, 28)             │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 4    │ 35        │ 0.0198   │ 1.4   │ 70.69        │ 10.7      │ 126        │ 107       │ 11.8    │ (12, 84)                    │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 35        │ 0.0198   │ 1.4   │ 70.69        │ 10.7      │ 126        │ 107       │ 11.8    │ (12, 60, 20, 28)            │
│ WCP DS Gearbox                                          │ 4        │ 4    │ 32        │ 0.0198   │ 1.45  │ 73.17        │ 10.85     │ 116        │ 95        │ 10.5    │ (11, 42, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 4    │ 30        │ 0.0198   │ 1.55  │ 78.16        │ 11.0      │ 108        │ 83        │ 9.3     │ (11, 60, 18, 30)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 43        │ 0.0199   │ 1.3   │ 65.47        │ 10.3      │ 155        │ 141       │ 13.65   │ (14, 50, 30, 44)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 47        │ 0.0199   │ 1.3   │ 65.47        │ 8.8       │ 261        │ 234       │ 15.1    │ (12, 50, 34, 40)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 41        │ 0.0199   │ 1.3   │ 65.44        │ 9.3       │ 228        │ 204       │ 14.05   │ (13, 50, 30, 44)            │
│ EVO Slim                                                │ 4        │ 4    │ 47        │ 0.0199   │ 1.3   │ 65.37        │ 10.05     │ 170        │ 154       │ 14.45   │ (15, 85, 38, 32)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 44        │ 0.0199   │ 1.3   │ 65.36        │ 9.05      │ 244        │ 220       │ 14.6    │ (14, 50, 30, 44)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 6    │ 48        │ 0.0199   │ 1.3   │ 65.33        │ 10.0      │ 173        │ 149       │ 14.65   │ (12, 84)                    │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 48        │ 0.0199   │ 1.3   │ 65.33        │ 10.0      │ 173        │ 149       │ 14.65   │ (12, 60, 20, 28)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 43        │ 0.0199   │ 1.3   │ 65.17        │ 9.1       │ 239        │ 215       │ 14.4    │ (11, 50, 34, 40)            │
│ VEX Single Speed, Double Reduction Gearbox              │ 4        │ 6    │ 37        │ 0.0199   │ 1.35  │ 67.93        │ 10.6      │ 134        │ 111       │ 12.4    │ (12, 40, 14, 40)            │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 34        │ 0.0199   │ 1.35  │ 67.9         │ 9.85      │ 189        │ 178       │ 12.6    │ (13, 42, 30, 44)            │
│ WCP SS Gearbox (SingleSpeed, 1 stage)                   │ 4        │ 4    │ 39        │ 0.0199   │ 1.35  │ 67.79        │ 10.5      │ 141        │ 124       │ 13.0    │ (10, 60)                    │
│ VEX Single Speed, Single Reduction Gearbox              │ 4        │ 4    │ 39        │ 0.0199   │ 1.35  │ 67.79        │ 10.5      │ 141        │ 124       │ 13.0    │ (12, 72)                    │
│ EVO Slim                                                │ 4        │ 4    │ 39        │ 0.0199   │ 1.35  │ 67.79        │ 10.5      │ 141        │ 124       │ 13.0    │ (15, 85, 34, 36)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 32        │ 0.0199   │ 1.4   │ 70.46        │ 10.0      │ 178        │ 161       │ 12.05   │ (14, 50, 30, 44)            │
│ VEX Single Speed, Single Reduction Gearbox              │ 6        │ 4    │ 29        │ 0.0199   │ 1.45  │ 72.81        │ 10.25     │ 161        │ 142       │ 10.7    │ (12, 72)                    │
│ EVO Slim                                                │ 6        │ 4    │ 29        │ 0.0199   │ 1.45  │ 72.81        │ 10.25     │ 161        │ 142       │ 10.7    │ (15, 85, 34, 36)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 30        │ 0.0199   │ 1.45  │ 72.77        │ 10.15     │ 167        │ 136       │ 11.2    │ (12, 50, 24, 50)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 33        │ 0.0199   │ 1.45  │ 72.7         │ 10.8      │ 119        │ 93        │ 11.0    │ (9, 62, 18, 30)             │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 28        │ 0.0199   │ 1.5   │ 75.19        │ 10.35     │ 156        │ 123       │ 10.1    │ (14, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 27        │ 0.0199   │ 1.55  │ 77.94        │ 10.4      │ 150        │ 115       │ 9.4     │ (13, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 4    │ 26        │ 0.0199   │ 1.6   │ 80.5         │ 10.5      │ 144        │ 116       │ 8.65    │ (14, 50, 24, 50)            │
│ WCP SS Gearbox                                          │ 4        │ 4    │ 28        │ 0.0199   │ 1.65  │ 83.05        │ 11.1      │ 101        │ 74        │ 7.85    │ (13, 50, 20, 54)            │
│ WCP SS Gearbox                                          │ 6        │ 6    │ 23        │ 0.0199   │ 2.25  │ 113.13       │ 10.75     │ 128        │ 70        │ 4.9     │ (12, 50, 14, 60)            │
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)          │ 4        │ 6    │ 44        │ 0.02     │ 1.3   │ 65.16        │ 10.2      │ 159        │ 137       │ 13.85   │ (11, 60, 20, 28)            │
│ WCP DS Gearbox                                          │ 4        │ 6    │ 46        │ 0.02     │ 1.3   │ 65.13        │ 10.1      │ 166        │ 143       │ 14.25   │ (12, 42, 24, 50)            │
