┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━┳━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┓
┃ Name                                                    ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test     ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr  ┃ MaxSpd  ┃ Stages                      ┃
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.073    │ 4.05  │ 55.47        │ 10.0      │ 182        │ 170       │ 13.25   │ (10, 60, 24, 32, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 22        │ 0.073    │ 4.2   │ 57.51        │ 9.05      │ 264        │ 239       │ 12.35   │ (11, 60, 24, 32, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 22        │ 0.073    │ 4.2   │ 57.5         │ 9.05      │ 264        │ 239       │ 12.35   │ (8, 62, 22, 34, 32, 34)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.073    │ 4.85  │ 66.48        │ 10.2      │ 167        │ 131       │ 9.5     │ (11, 60, 16, 40, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.073    │ 4.85  │ 66.42        │ 10.2      │ 167        │ 131       │ 9.5     │ (8, 62, 22, 34, 24, 42)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.073    │ 4.9   │ 67.17        │ 10.2      │ 167        │ 130       │ 9.4     │ (9, 62, 26, 30, 18, 48)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 22        │ 0.073    │ 4.95  │ 67.78        │ 10.2      │ 167        │ 125       │ 9.3     │ (8, 62, 20, 36, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 29        │ 0.0731   │ 3.5   │ 47.86        │ 9.45      │ 220        │ 230       │ 18.55   │ (11, 60, 28, 28, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0731   │ 3.6   │ 49.26        │ 9.7       │ 205        │ 214       │ 16.9    │ (11, 60, 26, 30, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0731   │ 3.6   │ 49.25        │ 9.7       │ 205        │ 214       │ 16.9    │ (10, 60, 22, 34, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0731   │ 3.7   │ 50.63        │ 8.55      │ 300        │ 293       │ 16.35   │ (14, 58, 24, 32, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0731   │ 3.7   │ 50.62        │ 8.55      │ 300        │ 293       │ 16.35   │ (14, 58, 22, 34, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0731   │ 3.8   │ 51.99        │ 8.7       │ 288        │ 287       │ 15.25   │ (8, 62, 28, 28, 28, 38)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0731   │ 3.85  │ 52.65        │ 8.7       │ 288        │ 284       │ 15.2    │ (10, 60, 26, 30, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 22        │ 0.0731   │ 4.2   │ 57.47        │ 9.05      │ 264        │ 228       │ 12.35   │ (9, 62, 20, 36, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 21        │ 0.0731   │ 4.65  │ 63.64        │ 9.2       │ 252        │ 198       │ 10.25   │ (10, 60, 18, 38, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0731   │ 4.7   │ 64.33        │ 9.2       │ 252        │ 205       │ 10.15   │ (14, 58, 26, 30, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 27        │ 0.0732   │ 3.6   │ 49.15        │ 9.7       │ 205        │ 209       │ 16.95   │ (13, 58, 18, 38, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 26        │ 0.0732   │ 3.7   │ 50.57        │ 9.8       │ 198        │ 195       │ 15.95   │ (11, 60, 18, 38, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0732   │ 3.8   │ 51.9         │ 8.7       │ 288        │ 275       │ 15.25   │ (12, 60, 20, 36, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0732   │ 3.8   │ 51.9         │ 8.7       │ 288        │ 288       │ 15.25   │ (10, 60, 28, 28, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0732   │ 3.8   │ 51.88        │ 8.7       │ 288        │ 288       │ 15.25   │ (14, 58, 18, 38, 30, 36)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0732   │ 3.85  │ 52.59        │ 9.9       │ 190        │ 186       │ 14.75   │ (11, 60, 24, 32, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0732   │ 3.85  │ 52.59        │ 9.9       │ 190        │ 186       │ 14.75   │ (11, 60, 28, 28, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 24        │ 0.0732   │ 4.05  │ 55.36        │ 10.0      │ 182        │ 165       │ 13.3    │ (8, 62, 22, 34, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 22        │ 0.0732   │ 4.2   │ 57.41        │ 9.05      │ 264        │ 239       │ 12.35   │ (14, 58, 24, 32, 20, 46)    │
│ WCP DS Gearbox                                          │ 6        │ 4    │ 22        │ 0.0732   │ 4.25  │ 58.1         │ 9.05      │ 264        │ 237       │ 12.25   │ (14, 42, 14, 60)            │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 23        │ 0.0732   │ 4.3   │ 58.78        │ 10.1      │ 175        │ 154       │ 11.65   │ (11, 60, 18, 38, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0732   │ 4.65  │ 63.52        │ 9.2       │ 252        │ 207       │ 10.3    │ (11, 60, 22, 34, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 21        │ 0.0732   │ 4.7   │ 64.23        │ 9.2       │ 252        │ 196       │ 10.15   │ (9, 62, 18, 38, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0732   │ 4.7   │ 64.22        │ 9.2       │ 252        │ 205       │ 10.15   │ (14, 58, 20, 36, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 22        │ 0.0732   │ 4.85  │ 66.26        │ 10.2      │ 167        │ 128       │ 9.5     │ (11, 60, 16, 40, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.0732   │ 4.9   │ 66.94        │ 10.2      │ 167        │ 130       │ 9.4     │ (9, 62, 24, 32, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.0732   │ 4.9   │ 66.9         │ 10.2      │ 167        │ 130       │ 9.4     │ (12, 60, 18, 38, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 28        │ 0.0733   │ 3.55  │ 48.44        │ 9.6       │ 213        │ 219       │ 17.8    │ (8, 62, 26, 30, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0733   │ 3.55  │ 48.44        │ 9.6       │ 213        │ 224       │ 17.8    │ (8, 62, 28, 28, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0733   │ 3.6   │ 49.1         │ 9.7       │ 205        │ 215       │ 16.95   │ (11, 60, 28, 28, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 26        │ 0.0733   │ 3.7   │ 50.49        │ 9.8       │ 198        │ 196       │ 15.95   │ (14, 58, 18, 38, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0733   │ 3.8   │ 51.84        │ 8.7       │ 288        │ 288       │ 15.3    │ (12, 60, 22, 34, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0733   │ 3.85  │ 52.52        │ 8.7       │ 288        │ 271       │ 15.2    │ (10, 60, 16, 40, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0733   │ 3.85  │ 52.51        │ 8.7       │ 288        │ 272       │ 15.2    │ (14, 58, 16, 40, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.0733   │ 4.0   │ 54.6         │ 10.0      │ 182        │ 172       │ 13.4    │ (12, 60, 20, 36, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 23        │ 0.0733   │ 4.0   │ 54.59        │ 8.85      │ 276        │ 263       │ 13.9    │ (12, 60, 26, 30, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.0733   │ 4.05  │ 55.25        │ 10.0      │ 182        │ 170       │ 13.3    │ (10, 60, 16, 40, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.0733   │ 4.05  │ 55.24        │ 10.0      │ 182        │ 171       │ 13.3    │ (14, 58, 16, 40, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 23        │ 0.0733   │ 4.35  │ 59.34        │ 10.1      │ 175        │ 153       │ 11.55   │ (8, 62, 26, 30, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0733   │ 4.65  │ 63.43        │ 9.2       │ 252        │ 208       │ 10.3    │ (14, 58, 24, 32, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0733   │ 4.65  │ 63.41        │ 9.2       │ 252        │ 208       │ 10.3    │ (14, 58, 22, 34, 20, 46)    │
│ WCP SS Gearbox                                          │ 4        │ 6    │ 28        │ 0.0734   │ 3.55  │ 48.36        │ 9.6       │ 213        │ 220       │ 17.8    │ (12, 50, 14, 60)            │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0734   │ 3.55  │ 48.33        │ 9.6       │ 213        │ 224       │ 17.8    │ (13, 58, 28, 28, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0734   │ 3.55  │ 48.33        │ 9.6       │ 213        │ 224       │ 17.8    │ (13, 58, 24, 32, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0734   │ 3.7   │ 50.39        │ 9.8       │ 198        │ 202       │ 15.95   │ (13, 58, 16, 40, 30, 36)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 25        │ 0.0734   │ 3.7   │ 50.38        │ 8.55      │ 300        │ 294       │ 16.35   │ (10, 60, 20, 36, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0734   │ 3.85  │ 52.48        │ 8.7       │ 288        │ 272       │ 15.2    │ (10, 60, 26, 30, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0734   │ 3.85  │ 52.44        │ 8.7       │ 288        │ 285       │ 15.2    │ (13, 58, 22, 34, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.0734   │ 4.05  │ 55.2         │ 10.0      │ 182        │ 171       │ 13.3    │ (10, 60, 26, 30, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 24        │ 0.0734   │ 4.05  │ 55.15        │ 10.0      │ 182        │ 166       │ 13.3    │ (11, 60, 16, 40, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 22        │ 0.0734   │ 4.2   │ 57.24        │ 9.05      │ 264        │ 240       │ 12.4    │ (12, 60, 18, 38, 30, 36)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 22        │ 0.0734   │ 4.25  │ 57.93        │ 9.05      │ 264        │ 226       │ 12.25   │ (12, 60, 16, 40, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 23        │ 0.0734   │ 4.3   │ 58.6         │ 10.1      │ 175        │ 150       │ 11.7    │ (9, 62, 16, 40, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 23        │ 0.0734   │ 4.3   │ 58.58        │ 10.1      │ 175        │ 150       │ 11.7    │ (11, 60, 18, 38, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0734   │ 4.7   │ 64.08        │ 9.2       │ 252        │ 206       │ 10.2    │ (9, 62, 20, 36, 30, 36)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 21        │ 0.0734   │ 4.7   │ 64.04        │ 9.2       │ 252        │ 196       │ 10.2    │ (13, 58, 16, 40, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 29        │ 0.0735   │ 3.5   │ 47.64        │ 9.45      │ 220        │ 232       │ 18.55   │ (9, 62, 22, 34, 32, 34)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 29        │ 0.0735   │ 3.5   │ 47.63        │ 9.45      │ 220        │ 231       │ 18.55   │ (12, 60, 16, 40, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 29        │ 0.0735   │ 3.5   │ 47.6         │ 9.45      │ 220        │ 232       │ 18.55   │ (13, 58, 18, 38, 30, 36)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0735   │ 3.55  │ 48.3         │ 9.6       │ 213        │ 224       │ 17.8    │ (12, 60, 22, 34, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 28        │ 0.0735   │ 3.55  │ 48.28        │ 9.6       │ 213        │ 220       │ 17.8    │ (8, 62, 28, 28, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 25        │ 0.0735   │ 3.7   │ 50.32        │ 8.55      │ 300        │ 300       │ 16.4    │ (9, 62, 24, 32, 32, 34)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0735   │ 3.85  │ 52.39        │ 9.9       │ 190        │ 187       │ 14.8    │ (13, 58, 18, 38, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0735   │ 3.85  │ 52.39        │ 9.9       │ 190        │ 187       │ 14.8    │ (11, 60, 16, 40, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0735   │ 3.85  │ 52.39        │ 8.7       │ 288        │ 272       │ 15.25   │ (8, 62, 24, 32, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0735   │ 3.85  │ 52.39        │ 8.7       │ 288        │ 272       │ 15.25   │ (9, 62, 26, 30, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0735   │ 3.85  │ 52.39        │ 8.7       │ 288        │ 285       │ 15.25   │ (9, 62, 28, 28, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 23        │ 0.0735   │ 4.0   │ 54.44        │ 8.85      │ 276        │ 251       │ 13.9    │ (14, 58, 24, 32, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 23        │ 0.0735   │ 4.0   │ 54.41        │ 8.85      │ 276        │ 263       │ 13.9    │ (12, 60, 28, 28, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 24        │ 0.0735   │ 4.05  │ 55.11        │ 10.0      │ 182        │ 166       │ 13.35   │ (8, 62, 26, 30, 18, 48)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.0735   │ 4.05  │ 55.11        │ 10.0      │ 182        │ 171       │ 13.35   │ (9, 62, 26, 30, 22, 44)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.0735   │ 4.05  │ 55.11        │ 10.0      │ 182        │ 171       │ 13.35   │ (8, 62, 24, 32, 26, 40)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 22        │ 0.0735   │ 4.25  │ 57.86        │ 9.05      │ 264        │ 237       │ 12.25   │ (14, 58, 22, 34, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.0735   │ 4.8   │ 65.3         │ 10.2      │ 167        │ 133       │ 9.65    │ (12, 60, 22, 34, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.0735   │ 4.85  │ 66.02        │ 10.2      │ 167        │ 132       │ 9.55    │ (12, 60, 24, 32, 16, 50)    │
│ VEX 2 CIM Ball Shifter                                  │ 4        │ 4    │ 22        │ 0.0735   │ 4.85  │ 66.02        │ 10.2      │ 167        │ 132       │ 9.55    │ (12, 40, 24, 60, 24, 60)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0736   │ 3.55  │ 48.22        │ 9.6       │ 213        │ 224       │ 17.8    │ (14, 58, 18, 38, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 27        │ 0.0736   │ 3.6   │ 48.92        │ 9.7       │ 205        │ 210       │ 16.95   │ (10, 60, 28, 28, 16, 50)    │
│ VEX 3 CIM Ball Shifter                                  │ 4        │ 6    │ 27        │ 0.0736   │ 3.6   │ 48.92        │ 9.7       │ 205        │ 210       │ 16.95   │ (12, 50, 24, 60, 30, 54)    │
│ VEX 3 CIM Ball Shifter                                  │ 4        │ 6    │ 27        │ 0.0736   │ 3.6   │ 48.92        │ 9.7       │ 205        │ 210       │ 16.95   │ (12, 50, 30, 54, 24, 60)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0736   │ 3.85  │ 52.34        │ 9.9       │ 190        │ 187       │ 14.8    │ (11, 60, 26, 30, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 25        │ 0.0736   │ 3.85  │ 52.31        │ 9.9       │ 190        │ 182       │ 14.8    │ (9, 62, 20, 36, 24, 42)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 24        │ 0.0736   │ 4.05  │ 55.05        │ 10.0      │ 182        │ 166       │ 13.35   │ (14, 58, 16, 40, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.0736   │ 4.05  │ 54.99        │ 10.0      │ 182        │ 171       │ 13.35   │ (13, 58, 24, 32, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 22        │ 0.0736   │ 4.2   │ 57.03        │ 9.05      │ 264        │ 230       │ 12.4    │ (8, 62, 20, 36, 28, 38)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 22        │ 0.0736   │ 4.25  │ 57.76        │ 9.05      │ 264        │ 238       │ 12.3    │ (13, 58, 18, 38, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 22        │ 0.0736   │ 4.25  │ 57.73        │ 9.05      │ 264        │ 238       │ 12.3    │ (9, 62, 22, 34, 30, 36)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.0736   │ 4.8   │ 65.23        │ 10.2      │ 167        │ 133       │ 9.65    │ (8, 62, 16, 40, 32, 34)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 22        │ 0.0736   │ 4.8   │ 65.17        │ 10.2      │ 167        │ 133       │ 9.65    │ (8, 62, 26, 30, 20, 46)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 28        │ 0.0737   │ 3.55  │ 48.15        │ 9.6       │ 213        │ 221       │ 17.8    │ (12, 60, 24, 32, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0737   │ 3.55  │ 48.14        │ 9.6       │ 213        │ 224       │ 17.8    │ (13, 58, 16, 40, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 26        │ 0.0737   │ 3.7   │ 50.22        │ 9.8       │ 198        │ 197       │ 16.0    │ (14, 58, 22, 34, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0737   │ 3.7   │ 50.19        │ 9.8       │ 198        │ 203       │ 16.0    │ (12, 60, 28, 28, 18, 48)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0737   │ 3.7   │ 50.19        │ 9.8       │ 198        │ 203       │ 16.0    │ (12, 60, 24, 32, 22, 44)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0737   │ 3.8   │ 51.57        │ 8.7       │ 288        │ 276       │ 15.3    │ (8, 62, 26, 30, 24, 42)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0737   │ 3.8   │ 51.57        │ 8.7       │ 288        │ 288       │ 15.3    │ (11, 60, 20, 36, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 25        │ 0.0737   │ 3.85  │ 52.24        │ 9.9       │ 190        │ 187       │ 14.8    │ (9, 62, 22, 34, 28, 38)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 25        │ 0.0737   │ 3.85  │ 52.22        │ 9.9       │ 190        │ 182       │ 14.8    │ (13, 58, 18, 38, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 23        │ 0.0737   │ 4.0   │ 54.29        │ 8.85      │ 276        │ 264       │ 13.95   │ (10, 60, 20, 36, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 23        │ 0.0737   │ 4.0   │ 54.28        │ 8.85      │ 276        │ 264       │ 13.95   │ (14, 58, 20, 36, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 24        │ 0.0737   │ 4.0   │ 54.25        │ 10.0      │ 182        │ 174       │ 13.5    │ (8, 62, 26, 30, 24, 42)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0737   │ 4.6   │ 62.4         │ 9.2       │ 252        │ 211       │ 10.45   │ (13, 58, 18, 38, 26, 40)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0737   │ 4.6   │ 62.39        │ 9.2       │ 252        │ 211       │ 10.45   │ (11, 60, 16, 40, 32, 34)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 21        │ 0.0737   │ 4.65  │ 63.12        │ 9.2       │ 252        │ 209       │ 10.35   │ (10, 60, 20, 36, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 28        │ 0.0738   │ 3.55  │ 48.13        │ 9.6       │ 213        │ 221       │ 17.8    │ (12, 60, 22, 34, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 28        │ 0.0738   │ 3.55  │ 48.1         │ 9.6       │ 213        │ 224       │ 17.8    │ (13, 58, 26, 30, 20, 46)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 27        │ 0.0738   │ 3.6   │ 48.78        │ 9.7       │ 205        │ 216       │ 17.0    │ (9, 62, 24, 32, 28, 38)     │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 4    │ 26        │ 0.0738   │ 3.7   │ 50.16        │ 9.8       │ 198        │ 203       │ 16.0    │ (11, 60, 20, 36, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0738   │ 3.8   │ 51.5         │ 8.7       │ 288        │ 277       │ 15.35   │ (11, 60, 18, 38, 28, 38)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 6    │ 24        │ 0.0738   │ 3.8   │ 51.49        │ 8.7       │ 288        │ 277       │ 15.35   │ (12, 60, 28, 28, 16, 50)    │
│ VEX 3 CIM Ball Shifter                                  │ 6        │ 4    │ 24        │ 0.0738   │ 3.8   │ 51.49        │ 8.7       │ 288        │ 288       │ 15.35   │ (12, 50, 24, 60, 1, 1)      │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 24        │ 0.0738   │ 3.8   │ 51.46        │ 8.7       │ 288        │ 288       │ 15.35   │ (13, 58, 24, 32, 24, 42)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 4        │ 6    │ 25        │ 0.0738   │ 3.85  │ 52.15        │ 9.9       │ 190        │ 182       │ 14.8    │ (10, 60, 26, 30, 16, 50)    │
│ WCP Flipped Gearbox (Single Speed, 3 Stages)            │ 6        │ 4    │ 23        │ 0.0738   │ 3.95  │ 53.52        │ 8.85      │ 276        │ 268       │ 14.05   │ (9, 62, 22, 34, 32, 34)     │
