┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━━┳━
┃ Name                                                     ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test  ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr   ┃ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 65.76        │ 9.95      │ 177        │ 170        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 65.69        │ 9.95      │ 177        │ 158        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 65.61        │ 9.95      │ 177        │ 158        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 65.58        │ 9.05      │ 244        │ 234        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 65.33        │ 9.95      │ 177        │ 171        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 65.21        │ 9.95      │ 177        │ 159        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 65.06        │ 9.95      │ 177        │ 171        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 64.76        │ 9.05      │ 244        │ 237        │ 
│ EVO Slim                                                 │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 64.52        │ 9.95      │ 177        │ 161        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 64.5         │ 9.95      │ 177        │ 161        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 64.09        │ 9.05      │ 244        │ 239        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 64.05        │ 9.95      │ 177        │ 162        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 64.05        │ 9.95      │ 177        │ 174        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 64.02        │ 9.95      │ 177        │ 162        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 44        │ 0.05  │ 3.2   │ 63.7         │ 9.05      │ 244        │ 264        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 63.68        │ 9.95      │ 177        │ 175        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 63.54        │ 9.95      │ 177        │ 163        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 63.5         │ 9.95      │ 177        │ 163        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 63.22        │ 9.95      │ 177        │ 164        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 63.03        │ 9.05      │ 244        │ 243        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 62.82        │ 9.95      │ 177        │ 165        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 62.82        │ 9.05      │ 244        │ 244        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 62.8         │ 9.95      │ 177        │ 165        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 62.79        │ 9.95      │ 177        │ 177        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 62.72        │ 9.95      │ 177        │ 178        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 62.57        │ 9.05      │ 244        │ 244        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 62.56        │ 9.95      │ 177        │ 166        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 62.51        │ 9.95      │ 177        │ 166        │ 
│ WCP DS Gearbox                                           │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 62.27        │ 9.95      │ 177        │ 167        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 61.91        │ 9.95      │ 177        │ 167        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 61.49        │ 9.95      │ 177        │ 169        │ 
│ EVO Slim                                                 │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 61.13        │ 9.95      │ 177        │ 182        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 61.12        │ 9.05      │ 244        │ 250        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 60.96        │ 9.95      │ 177        │ 170        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 60.72        │ 9.95      │ 177        │ 183        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 49        │ 0.05  │ 3.2   │ 60.7         │ 9.95      │ 177        │ 183        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 60.56        │ 9.95      │ 177        │ 171        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 60.49        │ 9.95      │ 177        │ 171        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 60.49        │ 9.95      │ 177        │ 171        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 59.82        │ 9.05      │ 244        │ 255        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 59.78        │ 9.95      │ 177        │ 173        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 59.78        │ 9.95      │ 177        │ 173        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 59.75        │ 9.05      │ 244        │ 256        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 59.66        │ 9.95      │ 177        │ 174        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 59.59        │ 9.05      │ 244        │ 256        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 59.36        │ 9.05      │ 244        │ 257        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 44        │ 0.05  │ 3.2   │ 59.15        │ 9.05      │ 244        │ 264        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 59.12        │ 9.95      │ 177        │ 175        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 58.97        │ 9.95      │ 177        │ 176        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 58.83        │ 9.95      │ 177        │ 176        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 45        │ 0.05  │ 3.2   │ 58.71        │ 8.95      │ 250        │ 266        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.2   │ 58.62        │ 9.95      │ 177        │ 177        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 44        │ 0.05  │ 3.2   │ 58.53        │ 9.05      │ 244        │ 261        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 45        │ 0.05  │ 3.2   │ 58.33        │ 8.95      │ 250        │ 268        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 72.12        │ 9.95      │ 177        │ 145        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 49        │ 0.05  │ 3.25  │ 72.02        │ 9.95      │ 177        │ 155        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 71.74        │ 9.95      │ 177        │ 145        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 49        │ 0.05  │ 3.25  │ 71.74        │ 9.95      │ 177        │ 156        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 71.66        │ 9.95      │ 177        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 71.44        │ 9.95      │ 177        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.25  │ 71.23        │ 9.05      │ 244        │ 216        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.25  │ 71.22        │ 9.05      │ 244        │ 216        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 71.17        │ 9.95      │ 177        │ 146        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 71.17        │ 9.95      │ 177        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 70.95        │ 9.95      │ 177        │ 147        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 70.76        │ 9.95      │ 177        │ 147        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 70.76        │ 9.95      │ 177        │ 147        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 70.66        │ 9.95      │ 177        │ 147        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 44        │ 0.05  │ 3.25  │ 70.62        │ 9.05      │ 244        │ 218        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 49        │ 0.05  │ 3.25  │ 70.6         │ 9.95      │ 177        │ 148        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 44        │ 0.05  │ 3.25  │ 70.42        │ 9.05      │ 244        │ 242        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 69.27        │ 10.0      │ 173        │ 147        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 69.27        │ 10.0      │ 173        │ 147        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 69.17        │ 10.0      │ 173        │ 147        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 69.11        │ 10.0      │ 173        │ 148        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 68.84        │ 10.0      │ 173        │ 148        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 68.64        │ 10.0      │ 173        │ 149        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 68.59        │ 10.0      │ 173        │ 160        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 68.4         │ 10.0      │ 173        │ 160        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 68.07        │ 10.0      │ 173        │ 150        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 68.06        │ 10.0      │ 173        │ 150        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 67.62        │ 10.0      │ 173        │ 162        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 67.49        │ 10.0      │ 173        │ 151        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 67.4         │ 9.1       │ 239        │ 222        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 43        │ 0.05  │ 3.25  │ 67.39        │ 9.1       │ 239        │ 247        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 67.14        │ 10.0      │ 173        │ 163        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 67.06        │ 10.0      │ 173        │ 163        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 66.99        │ 10.0      │ 173        │ 152        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 66.88        │ 10.0      │ 173        │ 152        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 66.88        │ 10.0      │ 173        │ 164        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 66.88        │ 9.1       │ 239        │ 224        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 66.85        │ 9.1       │ 239        │ 224        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 66.67        │ 9.1       │ 239        │ 225        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 66.62        │ 10.0      │ 173        │ 164        │ 
│ WCP DS Gearbox                                           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 66.5         │ 10.0      │ 173        │ 153        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 66.24        │ 10.0      │ 173        │ 154        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 66.21        │ 10.0      │ 173        │ 154        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 66.12        │ 10.0      │ 173        │ 165        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 66.06        │ 9.1       │ 239        │ 227        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 65.69        │ 10.0      │ 173        │ 166        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 65.46        │ 10.0      │ 173        │ 156        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 65.46        │ 9.1       │ 239        │ 229        │ 
│ EVO Slim                                                 │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 65.46        │ 9.1       │ 239        │ 229        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 65.46        │ 9.1       │ 239        │ 229        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 65.27        │ 10.0      │ 173        │ 156        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 64.79        │ 10.0      │ 173        │ 157        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 64.6         │ 10.0      │ 173        │ 157        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 64.37        │ 10.0      │ 173        │ 170        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 64.31        │ 10.0      │ 173        │ 158        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 64.23        │ 10.0      │ 173        │ 158        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 64.03        │ 9.1       │ 239        │ 234        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 63.95        │ 10.0      │ 173        │ 171        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 63.84        │ 10.0      │ 173        │ 159        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 63.69        │ 10.0      │ 173        │ 171        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 63.23        │ 9.1       │ 239        │ 237        │ 
│ EVO Slim                                                 │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 63.16        │ 10.0      │ 173        │ 161        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 63.14        │ 10.0      │ 173        │ 161        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 62.7         │ 10.0      │ 173        │ 162        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 62.7         │ 10.0      │ 173        │ 174        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 62.67        │ 10.0      │ 173        │ 162        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 62.58        │ 9.1       │ 239        │ 239        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 62.34        │ 10.0      │ 173        │ 175        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 62.2         │ 10.0      │ 173        │ 163        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 43        │ 0.05  │ 3.25  │ 62.2         │ 9.1       │ 239        │ 258        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 62.16        │ 10.0      │ 173        │ 163        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 61.89        │ 10.0      │ 173        │ 164        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 61.55        │ 9.1       │ 239        │ 243        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 61.49        │ 10.0      │ 173        │ 165        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 61.48        │ 10.0      │ 173        │ 165        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 61.47        │ 10.0      │ 173        │ 177        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 61.4         │ 10.0      │ 173        │ 178        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 61.34        │ 9.1       │ 239        │ 244        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 61.25        │ 10.0      │ 173        │ 166        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 61.19        │ 10.0      │ 173        │ 166        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 61.1         │ 9.1       │ 239        │ 244        │ 
│ WCP DS Gearbox                                           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 60.96        │ 10.0      │ 173        │ 167        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 60.61        │ 10.0      │ 173        │ 167        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 60.19        │ 10.0      │ 173        │ 169        │ 
│ EVO Slim                                                 │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 59.84        │ 10.0      │ 173        │ 182        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 59.68        │ 10.0      │ 173        │ 170        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.25  │ 59.68        │ 9.1       │ 239        │ 250        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 59.44        │ 10.0      │ 173        │ 183        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 48        │ 0.05  │ 3.25  │ 59.42        │ 10.0      │ 173        │ 183        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 59.28        │ 10.0      │ 173        │ 171        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 59.22        │ 10.0      │ 173        │ 171        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.25  │ 59.22        │ 10.0      │ 173        │ 171        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 73.15        │ 10.0      │ 173        │ 140        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 72.96        │ 10.0      │ 173        │ 140        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 72.96        │ 9.1       │ 239        │ 206        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 72.74        │ 9.1       │ 239        │ 207        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 48        │ 0.05  │ 3.3   │ 72.73        │ 10.0      │ 173        │ 151        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.3   │ 72.67        │ 10.0      │ 173        │ 151        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 72.64        │ 10.0      │ 173        │ 141        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 72.57        │ 10.0      │ 173        │ 141        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 72.32        │ 9.1       │ 239        │ 208        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 4    │ 43        │ 0.05  │ 3.3   │ 72.04        │ 9.1       │ 239        │ 232        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 43        │ 0.05  │ 3.3   │ 72.01        │ 9.1       │ 239        │ 232        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.3   │ 71.93        │ 10.0      │ 173        │ 152        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 71.41        │ 10.0      │ 173        │ 143        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 71.41        │ 9.1       │ 239        │ 211        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 71.33        │ 10.0      │ 173        │ 143        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 71.06        │ 10.0      │ 173        │ 144        │ 
│ VEX Single Speed, Double Reduction Gearbox               │ 4        │ 4    │ 48        │ 0.05  │ 3.3   │ 71.06        │ 10.0      │ 173        │ 154        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 71.04        │ 10.0      │ 173        │ 144        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 70.78        │ 9.1       │ 239        │ 212        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 48        │ 0.05  │ 3.3   │ 70.74        │ 10.0      │ 173        │ 155        │ 
