┏━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━┳━━━━━━━━━━┳━━━━━━┳━━━━━━━━━━━┳━━━━━━━┳━━━━━━━┳━━━━━━━━━━━━━━┳━━━━━━━━━━━┳━━━━━━━━━━━━┳━━━━━━━━━━━━┳━
┃ Name                                                     ┃ Motors   ┃ Whl  ┃ CurrLim   ┃ Test  ┃ TTG   ┃ TractForce   ┃ MinVolt   ┃ PushCurr   ┃ TurnCurr   ┃ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 70.6         │ 10.0      │ 173        │ 145        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 48        │ 0.05  │ 3.3   │ 70.51        │ 10.0      │ 173        │ 155        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 70.22        │ 10.0      │ 173        │ 145        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 48        │ 0.05  │ 3.3   │ 70.22        │ 10.0      │ 173        │ 156        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 70.15        │ 10.0      │ 173        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 69.93        │ 10.0      │ 173        │ 146        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 69.67        │ 10.0      │ 173        │ 146        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 69.67        │ 10.0      │ 173        │ 146        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 69.55        │ 9.1       │ 239        │ 216        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 69.54        │ 9.1       │ 239        │ 216        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 48        │ 0.05  │ 3.3   │ 69.45        │ 10.0      │ 173        │ 147        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 68.96        │ 9.1       │ 239        │ 218        │ 
│ WCP SS Gearbox                                           │ 6        │ 4    │ 43        │ 0.05  │ 3.3   │ 68.76        │ 9.1       │ 239        │ 242        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 43        │ 0.05  │ 3.3   │ 68.19        │ 9.1       │ 239        │ 220        │ 
│ VEX 3 CIM Ball Shifter                                   │ 6        │ 4    │ 43        │ 0.05  │ 3.3   │ 68.19        │ 9.1       │ 239        │ 244        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 67.68        │ 10.05     │ 170        │ 147        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 67.62        │ 10.05     │ 170        │ 148        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 67.36        │ 10.05     │ 170        │ 148        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 67.16        │ 10.05     │ 170        │ 149        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 67.11        │ 10.05     │ 170        │ 160        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 66.93        │ 10.05     │ 170        │ 160        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 66.61        │ 10.05     │ 170        │ 150        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 66.6         │ 10.05     │ 170        │ 150        │ 
│ VEX 2 CIM Ball Shifter                                   │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 66.16        │ 10.05     │ 170        │ 162        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 66.04        │ 10.05     │ 170        │ 151        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 65.69        │ 10.05     │ 170        │ 163        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 65.61        │ 10.05     │ 170        │ 163        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 65.54        │ 10.05     │ 170        │ 152        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 65.44        │ 10.05     │ 170        │ 152        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 65.44        │ 10.05     │ 170        │ 164        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 65.18        │ 10.05     │ 170        │ 164        │ 
│ WCP DS Gearbox                                           │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 65.07        │ 10.05     │ 170        │ 153        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 64.81        │ 10.05     │ 170        │ 154        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 64.78        │ 10.05     │ 170        │ 154        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 64.7         │ 10.05     │ 170        │ 165        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 64.27        │ 10.05     │ 170        │ 166        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 64.05        │ 10.05     │ 170        │ 156        │ 
│ VEX Single Speed, Single Reduction Gearbox               │ 6        │ 6    │ 42        │ 0.05  │ 3.3   │ 63.88        │ 9.2       │ 233        │ 229        │ 
│ EVO Slim                                                 │ 6        │ 6    │ 42        │ 0.05  │ 3.3   │ 63.88        │ 9.2       │ 233        │ 229        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 42        │ 0.05  │ 3.3   │ 63.88        │ 9.2       │ 233        │ 229        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 63.87        │ 10.05     │ 170        │ 156        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 63.39        │ 10.05     │ 170        │ 157        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 63.21        │ 10.05     │ 170        │ 157        │ 
│ WCP DS Gearbox                                           │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 62.99        │ 10.05     │ 170        │ 170        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 62.92        │ 10.05     │ 170        │ 158        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 62.85        │ 10.05     │ 170        │ 158        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 62.58        │ 10.05     │ 170        │ 171        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 42        │ 0.05  │ 3.3   │ 62.49        │ 9.2       │ 233        │ 234        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 62.47        │ 10.05     │ 170        │ 159        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 62.32        │ 10.05     │ 170        │ 171        │ 
│ EVO Slim                                                 │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 61.8         │ 10.05     │ 170        │ 161        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 61.78        │ 10.05     │ 170        │ 161        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 42        │ 0.05  │ 3.3   │ 61.7         │ 9.2       │ 233        │ 237        │ 
│ VEX 3 CIM Ball Shifter                                   │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 61.35        │ 10.05     │ 170        │ 162        │ 
│ WCP SS Gearbox (SingleSpeed, 1 stage)                    │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 61.35        │ 10.05     │ 170        │ 174        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 61.32        │ 10.05     │ 170        │ 162        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 42        │ 0.05  │ 3.3   │ 61.07        │ 9.2       │ 233        │ 239        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 61.0         │ 10.05     │ 170        │ 175        │ 
│ WCP SS Gearbox                                           │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 60.86        │ 10.05     │ 170        │ 163        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 60.83        │ 10.05     │ 170        │ 163        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 42        │ 0.05  │ 3.3   │ 60.7         │ 9.2       │ 233        │ 252        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 60.55        │ 10.05     │ 170        │ 164        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 60.17        │ 10.05     │ 170        │ 165        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.3   │ 60.16        │ 10.05     │ 170        │ 165        │ 
│ WCP SS Gearbox                                           │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 60.15        │ 10.05     │ 170        │ 177        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 47        │ 0.05  │ 3.3   │ 60.08        │ 10.05     │ 170        │ 178        │ 
│ WCP SS Gearbox                                           │ 6        │ 6    │ 42        │ 0.05  │ 3.3   │ 60.06        │ 9.2       │ 233        │ 243        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.35  │ 73.27        │ 10.05     │ 170        │ 137        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.35  │ 73.2         │ 10.05     │ 170        │ 137        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 6    │ 47        │ 0.05  │ 3.35  │ 72.99        │ 10.05     │ 170        │ 137        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.35  │ 72.99        │ 10.05     │ 170        │ 137        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.35  │ 72.6         │ 10.05     │ 170        │ 138        │ 
│ WCP SS Flipped Gearbox (SingleSpeed, 2 Stages)           │ 4        │ 4    │ 47        │ 0.05  │ 3.35  │ 72.5         │ 10.05     │ 170        │ 148        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 42        │ 0.05  │ 3.35  │ 72.25        │ 9.2       │ 233        │ 203        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 4    │ 47        │ 0.05  │ 3.35  │ 72.01        │ 10.05     │ 170        │ 149        │ 
│ WCP DS Gearbox                                           │ 6        │ 4    │ 42        │ 0.05  │ 3.35  │ 71.74        │ 9.2       │ 233        │ 227        │ 
│ WCP DS Gearbox                                           │ 6        │ 6    │ 42        │ 0.05  │ 3.35  │ 71.66        │ 9.2       │ 233        │ 205        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.35  │ 71.57        │ 10.05     │ 170        │ 140        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 4        │ 6    │ 47        │ 0.05  │ 3.35  │ 71.39        │ 10.05     │ 170        │ 140        │ 
│ WCP Flipped Gearbox (Single Speed, 3 Stages)             │ 6        │ 6    │ 42        │ 0.05  │ 3.35  │ 71.2         │ 9.2       │ 233        │ 206        │ 
